OF_id,fornecedor,data_emissao,prazo_entrega,data_entrega_real,valor,categoria,dias_prazo,dias_para_vencer,dias_entrega_real,valor_log,atraso,taxa_atraso_fornecedor,total_of_fornecedor,valor_medio_fornecedor,risk_score,prioridade
746,Fornecedor_3,2023-08-29,2023-09-19,2023-09-25,26877.66,Tecnologia,21,-984,27,10.199087942203997,1,0.24444444444444444,45,23814.126444444442,0.6108727447693597,Média
747,Fornecedor_2,2023-09-01,2023-09-19,2023-09-18,48938.89,Equipamentos,18,-984,17,10.798348089343953,0,0.23255813953488372,43,24466.852790697674,0.22894159245930282,Baixa
748,Fornecedor_6,2023-11-02,2023-11-15,2023-11-15,3598.24,Equipamentos,13,-927,13,8.188477991046003,0,0.28888888888888886,45,26625.86022222222,0.13898122650917297,Baixa
749,Fornecedor_3,2023-12-30,2024-01-06,2024-01-05,18504.02,Tecnologia,7,-875,6,9.825797325608649,0,0.24444444444444444,45,23814.126444444442,0.15994964145927223,Baixa
750,Fornecedor_8,2023-06-24,2023-06-29,2023-06-27,13740.41,Medicamentos,5,-1066,3,9.528169180598596,0,0.3269230769230769,52,28221.404230769233,0.28108817815655013,Baixa
751,Fornecedor_3,2023-06-05,2023-06-25,2023-06-25,14250.88,Tecnologia,20,-1070,20,9.564644106819385,0,0.24444444444444444,45,23814.126444444442,0.21289046333795858,Baixa
752,Fornecedor_10,2023-06-11,2023-07-05,2023-07-04,37241.96,Equipamentos,24,-1060,23,10.525218212657633,0,0.34545454545454546,55,25275.839636363635,0.24013343671783904,Baixa
753,Fornecedor_7,2023-11-25,2023-12-04,2023-12-09,42820.65,Equipamentos,9,-908,14,10.66479909479689,1,0.3269230769230769,52,26954.52903846154,0.6627954804584847,Média
754,Fornecedor_11,2023-03-10,2023-03-22,2023-03-20,41633.6,Medicamentos,12,-1165,10,10.636686831322221,0,0.125,48,25942.747083333335,0.05005980940780013,Baixa
755,Fornecedor_14,2023-02-09,2023-02-15,2023-02-17,20221.51,Medicamentos,6,-1200,8,9.914551619390688,1,0.3404255319148936,47,27536.185319148935,0.33765836190820675,Baixa
756,Fornecedor_14,2023-12-20,2024-01-02,2024-01-02,12514.5,Equipamentos,13,-879,13,9.434723155125344,0,0.3404255319148936,47,27536.185319148935,0.3492724751349416,Baixa
757,Fornecedor_5,2023-02-03,2023-02-16,2023-02-15,44821.6,Equipamentos,13,-1199,12,10.710467755489459,0,0.41304347826086957,46,26724.331521739132,0.4980624991020639,Média
758,Fornecedor_19,2023-09-28,2023-10-03,2023-10-02,17339.11,Insumos,5,-970,4,9.760777594028367,0,0.3793103448275862,58,30085.888275862068,0.4045901618933623,Média
759,Fornecedor_7,2023-03-19,2023-03-30,2023-03-29,5794.55,Equipamentos,11,-1157,10,8.6648456606749,0,0.3269230769230769,52,26954.52903846154,0.27461677827444303,Baixa
760,Fornecedor_20,2023-03-03,2023-03-08,2023-03-06,11100.73,Tecnologia,5,-1179,3,9.314856231012019,0,0.3220338983050847,59,21740.94559322034,0.32321665526236143,Baixa
761,Fornecedor_14,2023-12-08,2023-12-20,2023-12-18,41082.53,Insumos,12,-892,10,10.623362590243625,0,0.3404255319148936,47,27536.185319148935,0.3394396261433111,Baixa
762,Fornecedor_17,2023-02-06,2023-02-17,2023-02-17,48060.98,Medicamentos,11,-1198,11,10.780246706943698,0,0.37037037037037035,54,25592.20962962963,0.37481835421854615,Baixa
763,Fornecedor_4,2023-09-26,2023-10-18,2023-10-18,36311.32,Insumos,22,-955,22,10.49991235661124,0,0.32,50,24059.582799999996,0.3232406756767992,Baixa
764,Fornecedor_20,2023-10-10,2023-11-02,2023-11-06,15952.78,Tecnologia,23,-940,27,9.677451070730767,1,0.3220338983050847,59,21740.94559322034,0.6159909636596214,Média
765,Fornecedor_15,2023-12-05,2023-12-16,2023-12-15,18497.57,Tecnologia,11,-896,10,9.82544871078153,0,0.34615384615384615,52,27936.5375,0.2703593355738647,Baixa
766,Fornecedor_8,2023-09-08,2023-09-16,2023-09-15,12575.28,Medicamentos,8,-987,7,9.439567779052178,0,0.3269230769230769,52,28221.404230769233,0.21535833282426173,Baixa
767,Fornecedor_2,2023-01-13,2023-01-28,2023-02-03,3922.09,Tecnologia,15,-1218,21,8.274634887572704,1,0.23255813953488372,43,24466.852790697674,0.7089537718592516,Alta
768,Fornecedor_11,2023-08-22,2023-09-14,2023-09-14,44894.17,Tecnologia,23,-989,23,10.712085495560949,0,0.125,48,25942.747083333335,0.05524989518963187,Baixa
769,Fornecedor_12,2023-12-22,2024-01-12,2024-01-12,27709.71,Medicamentos,21,-869,21,10.22957426004772,0,0.20512820512820512,39,27436.36,0.2132362025025096,Baixa
770,Fornecedor_1,2023-10-09,2023-10-31,2023-10-31,31234.92,Medicamentos,22,-942,22,10.349323993631891,0,0.39215686274509803,51,26938.735098039215,0.21685574597726315,Baixa
771,Fornecedor_15,2023-08-18,2023-09-03,2023-09-03,19400.89,Insumos,16,-1000,16,9.87312576298655,0,0.34615384615384615,52,27936.5375,0.1656194575222351,Baixa
772,Fornecedor_9,2023-06-19,2023-07-08,2023-07-08,9496.01,Equipamentos,19,-1057,19,9.158732291206492,0,0.22727272727272727,44,26572.065454545453,0.2636850806266538,Baixa
773,Fornecedor_1,2023-04-18,2023-05-03,2023-05-08,11733.1,Equipamentos,15,-1123,20,9.370254411692546,1,0.39215686274509803,51,26938.735098039215,0.46081624381101494,Média
774,Fornecedor_1,2023-02-25,2023-03-08,2023-03-07,29077.1,Medicamentos,11,-1179,10,10.277740592511526,0,0.39215686274509803,51,26938.735098039215,0.26682032436868447,Baixa
775,Fornecedor_10,2023-02-25,2023-03-10,2023-03-09,33564.68,Insumos,13,-1177,12,10.421259395366206,0,0.34545454545454546,55,25275.839636363635,0.3858030391531565,Baixa
776,Fornecedor_13,2023-05-24,2023-05-31,2023-06-05,39533.53,Insumos,7,-1095,12,10.584929746234033,1,0.2786885245901639,61,27560.733770491803,0.70375310040016,Alta
777,Fornecedor_17,2023-10-24,2023-10-30,2023-10-31,21836.54,Medicamentos,6,-943,7,9.99138578615214,1,0.37037037037037035,54,25592.20962962963,0.2700293358162011,Baixa
778,Fornecedor_16,2023-11-13,2023-11-18,2023-11-16,11422.21,Medicamentos,5,-924,3,9.343402529527145,0,0.2545454545454545,55,23819.375818181816,0.20426076990316325,Baixa
779,Fornecedor_14,2023-03-12,2023-03-29,2023-03-29,18592.37,Insumos,17,-1158,17,9.830560344544413,0,0.3404255319148936,47,27536.185319148935,0.14128014002631864,Baixa
780,Fornecedor_16,2023-06-28,2023-07-09,2023-07-14,16722.39,Tecnologia,11,-1056,16,9.72456361728362,1,0.2545454545454545,55,23819.375818181816,0.24880284431429453,Baixa
781,Fornecedor_1,2023-06-10,2023-06-20,2023-06-21,49375.26,Equipamentos,10,-1075,11,10.807225020865161,1,0.39215686274509803,51,26938.735098039215,0.7476276523528194,Alta
782,Fornecedor_11,2023-08-07,2023-08-17,2023-08-16,26337.75,Equipamentos,10,-1017,9,10.178796517831017,0,0.125,48,25942.747083333335,0.11225808645748456,Baixa
783,Fornecedor_13,2023-10-04,2023-10-23,2023-10-21,35673.62,Insumos,19,-950,17,10.482194790571418,0,0.2786885245901639,61,27560.733770491803,0.3071645942709775,Baixa
784,Fornecedor_4,2023-11-05,2023-11-10,2023-11-13,22522.68,Tecnologia,5,-932,8,10.022322479205572,1,0.32,50,24059.582799999996,0.5952962913551131,Média
785,Fornecedor_14,2023-02-08,2023-02-18,2023-02-16,37099.32,Insumos,10,-1197,8,10.521380873895255,0,0.3404255319148936,47,27536.185319148935,0.19691423191307128,Baixa
786,Fornecedor_20,2023-07-28,2023-08-09,2023-08-13,28323.44,Equipamentos,12,-1025,16,10.251480315180027,1,0.3220338983050847,59,21740.94559322034,0.7423206676444883,Alta
787,Fornecedor_7,2023-11-05,2023-11-15,2023-11-13,48356.54,Equipamentos,10,-927,8,10.786377434948532,0,0.3269230769230769,52,26954.52903846154,0.4595824893309929,Média
788,Fornecedor_13,2023-03-31,2023-04-21,2023-04-20,27210.85,Medicamentos,21,-1135,20,10.211407819175761,0,0.2786885245901639,61,27560.733770491803,0.21832886218967354,Baixa
789,Fornecedor_18,2023-10-03,2023-10-12,2023-10-10,7088.8,Medicamentos,9,-961,7,8.866412410383589,0,0.3409090909090909,44,23445.405000000002,0.2709698947255576,Baixa
790,Fornecedor_8,2023-03-06,2023-03-11,2023-03-11,47025.31,Medicamentos,5,-1176,5,10.758462511303811,0,0.3269230769230769,52,28221.404230769233,0.3911436882792448,Média
791,Fornecedor_15,2023-02-12,2023-03-02,2023-03-01,22205.38,Tecnologia,18,-1185,17,10.008134913959914,0,0.34615384615384615,52,27936.5375,0.3085129378630314,Baixa
792,Fornecedor_7,2023-10-31,2023-11-11,2023-11-13,36543.54,Equipamentos,11,-931,13,10.506287069614038,1,0.3269230769230769,52,26954.52903846154,0.6637473478556444,Média
793,Fornecedor_6,2023-04-08,2023-04-13,2023-04-12,47428.76,Tecnologia,5,-1143,4,10.767005158770274,0,0.28888888888888886,45,26625.86022222222,0.5026804878209148,Média
794,Fornecedor_12,2023-01-02,2023-01-12,2023-01-12,23284.03,Tecnologia,10,-1234,10,10.055565943798726,0,0.20512820512820512,39,27436.36,0.26150549102425313,Baixa
795,Fornecedor_19,2023-03-31,2023-04-20,2023-04-22,48092.84,Equipamentos,20,-1136,22,10.780909381364568,1,0.3793103448275862,58,30085.888275862068,0.32399482833389565,Baixa
796,Fornecedor_9,2023-02-08,2023-02-18,2023-02-18,35325.21,Insumos,10,-1197,10,10.472380460327738,0,0.22727272727272727,44,26572.065454545453,0.12535362045552603,Baixa
797,Fornecedor_13,2023-01-19,2023-01-25,2023-01-24,47613.07,Medicamentos,6,-1221,5,10.77088358477721,0,0.2786885245901639,61,27560.733770491803,0.24604738356040193,Baixa
798,Fornecedor_14,2023-10-23,2023-10-28,2023-11-02,26992.01,Tecnologia,5,-945,10,10.203333222580063,1,0.3404255319148936,47,27536.185319148935,0.719824650408057,Alta
799,Fornecedor_18,2023-12-21,2024-01-07,2024-01-05,20326.79,Insumos,17,-874,15,9.919744194368127,0,0.3409090909090909,44,23445.405000000002,0.3193004098484129,Baixa
800,Fornecedor_16,2023-05-08,2023-05-29,2023-05-27,30811.95,Medicamentos,21,-1097,19,10.335690335140876,0,0.2545454545454545,55,23819.375818181816,0.33129912225246777,Baixa
801,Fornecedor_4,2023-09-29,2023-10-04,2023-10-03,21219.69,Medicamentos,5,-969,4,9.962731928133199,0,0.32,50,24059.582799999996,0.3111526275045365,Baixa
802,Fornecedor_5,2023-10-21,2023-10-27,2023-10-25,11673.47,Insumos,6,-946,4,9.365159685361052,0,0.41304347826086957,46,26724.331521739132,0.32863139759476984,Baixa
803,Fornecedor_5,2023-06-14,2023-07-08,2023-07-07,45598.64,Medicamentos,24,-1057,23,10.727655100734472,0,0.41304347826086957,46,26724.331521739132,0.25710653658972826,Baixa
804,Fornecedor_3,2023-12-21,2024-01-11,2024-01-09,28171.84,Insumos,21,-870,19,10.246113672260202,0,0.24444444444444444,45,23814.126444444442,0.2212210615493108,Baixa
805,Fornecedor_13,2023-05-08,2023-05-22,2023-05-20,35939.91,Medicamentos,14,-1104,12,10.489631479994745,0,0.2786885245901639,61,27560.733770491803,0.24828639308754735,Baixa
806,Fornecedor_4,2023-08-27,2023-09-13,2023-09-19,17206.53,Tecnologia,17,-990,23,9.75310235769683,1,0.32,50,24059.582799999996,0.32768951195094037,Baixa
807,Fornecedor_18,2023-09-15,2023-09-30,2023-09-30,35042.08,Equipamentos,15,-973,15,10.464333440730769,0,0.3409090909090909,44,23445.405000000002,0.37615457573796574,Baixa
808,Fornecedor_12,2023-02-02,2023-02-24,2023-02-24,7548.46,Equipamentos,22,-1191,22,8.929231316506359,0,0.20512820512820512,39,27436.36,0.16903652141590708,Baixa
809,Fornecedor_10,2023-06-08,2023-06-27,2023-06-27,17291.52,Medicamentos,19,-1068,19,9.758029317044839,0,0.34545454545454546,55,25275.839636363635,0.22062265871781997,Baixa
810,Fornecedor_15,2023-01-08,2023-01-20,2023-01-21,3520.15,Tecnologia,12,-1226,13,8.166542919781287,1,0.34615384615384615,52,27936.5375,0.5063267101145262,Média
811,Fornecedor_12,2023-04-23,2023-05-10,2023-05-09,26784.75,Tecnologia,17,-1116,16,10.195625308669733,0,0.20512820512820512,39,27436.36,0.3952386918916699,Média
812,Fornecedor_2,2023-02-20,2023-03-04,2023-03-03,43685.4,Insumos,12,-1183,11,10.684792119832279,0,0.23255813953488372,43,24466.852790697674,0.12754258634671195,Baixa
813,Fornecedor_19,2023-06-28,2023-07-09,2023-07-09,46615.34,Medicamentos,11,-1056,11,10.7497064024294,0,0.3793103448275862,58,30085.888275862068,0.40745868754011416,Média
814,Fornecedor_17,2023-06-10,2023-07-03,2023-07-02,27944.77,Equipamentos,23,-1062,22,10.238021125448363,0,0.37037037037037035,54,25592.20962962963,0.41429164286193204,Média
815,Fornecedor_19,2023-10-27,2023-11-01,2023-11-07,35378.18,Tecnologia,5,-941,11,10.473878790509065,1,0.3793103448275862,58,30085.888275862068,0.6090895496350389,Média
816,Fornecedor_14,2023-07-17,2023-08-01,2023-07-31,13477.82,Equipamentos,15,-1033,14,9.508874843542715,0,0.3404255319148936,47,27536.185319148935,0.4960465931241731,Média
817,Fornecedor_18,2023-01-02,2023-01-19,2023-01-17,21225.18,Insumos,17,-1227,15,9.962990604451646,0,0.3409090909090909,44,23445.405000000002,0.45412901052193777,Média
818,Fornecedor_12,2023-04-08,2023-04-18,2023-04-16,46529.44,Medicamentos,10,-1138,8,10.74786200105876,0,0.20512820512820512,39,27436.36,0.22788862616976058,Baixa
819,Fornecedor_5,2023-06-29,2023-07-15,2023-07-14,7516.66,Insumos,16,-1050,15,8.925010198307623,0,0.41304347826086957,46,26724.331521739132,0.3099859168913638,Baixa
820,Fornecedor_15,2023-01-31,2023-02-20,2023-02-19,40239.19,Medicamentos,20,-1195,19,10.602621526432454,0,0.34615384615384615,52,27936.5375,0.359410866724156,Baixa
821,Fornecedor_6,2023-03-24,2023-03-31,2023-03-31,18163.09,Insumos,7,-1156,7,9.807201847061325,0,0.28888888888888886,45,26625.86022222222,0.1753018765132569,Baixa
822,Fornecedor_20,2023-06-27,2023-07-16,2023-07-18,6509.85,Tecnologia,19,-1049,21,8.781225295035684,1,0.3220338983050847,59,21740.94559322034,0.5781012469136823,Média
823,Fornecedor_16,2023-12-04,2023-12-15,2023-12-13,33699.3,Tecnologia,11,-897,9,10.425262018377982,0,0.2545454545454545,55,23819.375818181816,0.2666152898688598,Baixa
824,Fornecedor_9,2023-08-12,2023-08-27,2023-08-25,17984.41,Medicamentos,15,-1007,13,9.797316152644973,0,0.22727272727272727,44,26572.065454545453,0.13199315409134219,Baixa
825,Fornecedor_13,2023-09-11,2023-09-17,2023-09-20,26511.51,Tecnologia,6,-986,9,10.185371976053442,1,0.2786885245901639,61,27560.733770491803,0.7363751194288851,Alta
826,Fornecedor_11,2023-01-19,2023-01-27,2023-01-27,48989.67,Tecnologia,8,-1219,8,10.799385150799562,0,0.125,48,25942.747083333335,0.15702010390020654,Baixa
827,Fornecedor_7,2023-06-24,2023-07-08,2023-07-08,24951.64,Medicamentos,14,-1057,14,10.124734907205257,0,0.3269230769230769,52,26954.52903846154,0.38934893632113077,Baixa
828,Fornecedor_12,2023-06-22,2023-07-04,2023-07-04,31992.62,Tecnologia,12,-1061,12,10.373291786904026,0,0.20512820512820512,39,27436.36,0.3107295069397715,Baixa
829,Fornecedor_13,2023-08-08,2023-08-19,2023-08-24,46655.95,Equipamentos,11,-1015,16,10.750577176958014,1,0.2786885245901639,61,27560.733770491803,0.5162775640916081,Média
830,Fornecedor_8,2023-05-18,2023-06-01,2023-05-30,39881.41,Tecnologia,14,-1094,12,10.59369065354376,0,0.3269230769230769,52,28221.404230769233,0.2766204576749058,Baixa
831,Fornecedor_12,2023-03-19,2023-03-24,2023-03-22,42453.83,Insumos,5,-1163,3,10.656195966185663,0,0.20512820512820512,39,27436.36,0.25107080893113726,Baixa
832,Fornecedor_19,2023-11-16,2023-12-09,2023-12-09,42294.37,Insumos,23,-903,23,10.65243290277882,0,0.3793103448275862,58,30085.888275862068,0.3887331202706518,Baixa
833,Fornecedor_8,2023-06-01,2023-06-07,2023-06-12,26055.2,Tecnologia,6,-1088,11,10.168011022701863,1,0.3269230769230769,52,28221.404230769233,0.5885918021025383,Média
834,Fornecedor_10,2023-04-06,2023-04-15,2023-04-21,32304.04,Insumos,9,-1141,15,10.38297853418992,1,0.34545454545454546,55,25275.839636363635,0.6920766452303778,Alta
835,Fornecedor_15,2023-09-01,2023-09-18,2023-09-18,28347.08,Equipamentos,17,-985,17,10.25231458199474,0,0.34615384615384615,52,27936.5375,0.15065621259712728,Baixa
836,Fornecedor_20,2023-07-07,2023-07-18,2023-07-17,5402.54,Medicamentos,11,-1047,10,8.594809573325241,0,0.3220338983050847,59,21740.94559322034,0.2898274284074773,Baixa
837,Fornecedor_2,2023-08-18,2023-09-11,2023-09-10,19239.35,Medicamentos,24,-992,23,9.86476491532243,0,0.23255813953488372,43,24466.852790697674,0.14770910709207688,Baixa
838,Fornecedor_18,2023-05-06,2023-05-17,2023-05-17,25043.77,Medicamentos,11,-1109,11,10.128420302279794,0,0.3409090909090909,44,23445.405000000002,0.26528413030608944,Baixa
839,Fornecedor_8,2023-03-06,2023-03-24,2023-03-22,24900.63,Insumos,18,-1163,16,10.122688542157656,0,0.3269230769230769,52,28221.404230769233,0.6353017098790011,Média
840,Fornecedor_16,2023-05-10,2023-05-31,2023-05-30,17703.93,Insumos,21,-1095,20,9.781598410852789,0,0.2545454545454545,55,23819.375818181816,0.27266125821176695,Baixa
841,Fornecedor_19,2023-03-26,2023-04-02,2023-04-04,17321.41,Insumos,7,-1154,9,9.759756317933125,1,0.3793103448275862,58,30085.888275862068,0.6262694461524905,Média
842,Fornecedor_10,2023-08-22,2023-09-11,2023-09-13,41782.92,Tecnologia,20,-992,22,10.640266855505839,1,0.34545454545454546,55,25275.839636363635,0.6645206239789174,Média
843,Fornecedor_13,2023-03-10,2023-03-17,2023-03-16,5791.12,Equipamentos,7,-1170,6,8.664253652082976,0,0.2786885245901639,61,27560.733770491803,0.19077804417030161,Baixa
844,Fornecedor_7,2023-02-24,2023-03-08,2023-03-08,38798.01,Medicamentos,12,-1179,12,10.566150009821923,0,0.3269230769230769,52,26954.52903846154,0.33303241149122137,Baixa
845,Fornecedor_13,2023-01-26,2023-02-10,2023-02-09,46979.99,Tecnologia,15,-1205,14,10.75749833078781,0,0.2786885245901639,61,27560.733770491803,0.3028138650370091,Baixa
846,Fornecedor_15,2023-09-08,2023-09-30,2023-09-29,38504.03,Equipamentos,22,-973,21,10.558544161092641,0,0.34615384615384615,52,27936.5375,0.18027625333417854,Baixa
847,Fornecedor_16,2023-02-26,2023-03-21,2023-03-21,4416.3,Tecnologia,23,-1166,23,8.393283928692417,0,0.2545454545454545,55,23819.375818181816,0.5230093420405612,Média
848,Fornecedor_8,2023-04-03,2023-04-10,2023-04-10,19425.5,Insumos,7,-1146,7,9.874393392331752,0,0.3269230769230769,52,28221.404230769233,0.3020109225816535,Baixa
849,Fornecedor_5,2023-09-22,2023-10-06,2023-10-11,47062.6,Insumos,14,-967,19,10.759255157443071,1,0.41304347826086957,46,26724.331521739132,0.3726174952206412,Baixa
850,Fornecedor_7,2023-11-29,2023-12-04,2023-12-03,6552.2,Medicamentos,5,-908,4,8.787708758946108,0,0.3269230769230769,52,26954.52903846154,0.3842347657177095,Baixa
851,Fornecedor_9,2023-06-24,2023-07-06,2023-07-05,29363.72,Medicamentos,12,-1059,11,10.287549232750255,0,0.22727272727272727,44,26572.065454545453,0.0996252746156555,Baixa
852,Fornecedor_15,2023-01-12,2023-01-22,2023-01-21,29737.79,Medicamentos,10,-1224,9,10.300207533241595,0,0.34615384615384615,52,27936.5375,0.2918524528305087,Baixa
853,Fornecedor_4,2023-05-17,2023-05-30,2023-05-31,2018.86,Equipamentos,13,-1096,14,7.610783481062721,1,0.32,50,24059.582799999996,0.31792789097334034,Baixa
854,Fornecedor_18,2023-11-27,2023-12-11,2023-12-09,13570.37,Equipamentos,14,-901,12,9.515717705728578,0,0.3409090909090909,44,23445.405000000002,0.3366872501986079,Baixa
855,Fornecedor_20,2023-06-01,2023-06-07,2023-06-07,36417.14,Medicamentos,6,-1088,6,10.502822281137242,0,0.3220338983050847,59,21740.94559322034,0.20125485603956736,Baixa
856,Fornecedor_1,2023-12-11,2023-12-27,2023-12-30,36662.52,Medicamentos,16,-885,19,10.509537534242034,1,0.39215686274509803,51,26938.735098039215,0.5604319781120939,Média
857,Fornecedor_19,2023-08-06,2023-08-13,2023-08-12,21348.93,Insumos,7,-1021,6,9.96880373996287,0,0.3793103448275862,58,30085.888275862068,0.3092673864036971,Baixa
858,Fornecedor_10,2023-07-30,2023-08-12,2023-08-11,45592.2,Equipamentos,13,-1022,12,10.727513861575549,0,0.34545454545454546,55,25275.839636363635,0.13744342592639688,Baixa
859,Fornecedor_11,2023-01-06,2023-01-23,2023-01-21,40025.22,Insumos,17,-1223,15,10.597290018349787,0,0.125,48,25942.747083333335,0.24022602222166056,Baixa
860,Fornecedor_2,2023-06-20,2023-07-06,2023-07-04,40742.11,Tecnologia,16,-1059,14,10.615042024618814,0,0.23255813953488372,43,24466.852790697674,0.273979596649314,Baixa
861,Fornecedor_5,2023-10-30,2023-11-12,2023-11-10,25372.22,Tecnologia,13,-930,11,10.141449566100366,0,0.41304347826086957,46,26724.331521739132,0.3756628880099964,Baixa
862,Fornecedor_11,2023-01-22,2023-01-29,2023-01-28,5321.61,Equipamentos,7,-1217,6,8.579719063533878,0,0.125,48,25942.747083333335,0.3620097988092422,Baixa
863,Fornecedor_6,2023-04-28,2023-05-21,2023-05-24,8968.9,Medicamentos,23,-1105,26,9.101629806718682,1,0.28888888888888886,45,26625.86022222222,0.6439916699750639,Média
864,Fornecedor_4,2023-03-15,2023-03-29,2023-03-29,47057.86,Equipamentos,14,-1158,14,10.759154437593548,0,0.32,50,24059.582799999996,0.2921561310178692,Baixa
865,Fornecedor_17,2023-05-27,2023-06-03,2023-06-01,48364.6,Equipamentos,7,-1092,5,10.78654409620495,0,0.37037037037037035,54,25592.20962962963,0.25674246420354974,Baixa
866,Fornecedor_2,2023-06-01,2023-06-21,2023-06-19,17751.8,Tecnologia,20,-1074,18,9.784298528941768,0,0.23255813953488372,43,24466.852790697674,0.39432684354184233,Média
867,Fornecedor_14,2023-02-15,2023-02-22,2023-02-22,39258.42,Insumos,7,-1193,7,10.57794669441516,0,0.3404255319148936,47,27536.185319148935,0.2220913219024494,Baixa
868,Fornecedor_6,2023-02-22,2023-03-15,2023-03-17,38712.13,Tecnologia,21,-1172,23,10.56393409796241,1,0.28888888888888886,45,26625.86022222222,0.749730775532583,Alta
869,Fornecedor_18,2023-07-02,2023-07-24,2023-07-22,10065.22,Tecnologia,22,-1041,20,9.216940542849509,0,0.3409090909090909,44,23445.405000000002,0.4196627502687232,Média
870,Fornecedor_6,2023-06-18,2023-06-24,2023-06-24,4017.16,Insumos,6,-1071,6,8.298579365388424,0,0.28888888888888886,45,26625.86022222222,0.14134809846009594,Baixa
871,Fornecedor_17,2023-08-30,2023-09-15,2023-09-14,38048.42,Medicamentos,16,-988,15,10.546641120072472,0,0.37037037037037035,54,25592.20962962963,0.42455047138708796,Média
872,Fornecedor_7,2023-11-25,2023-12-01,2023-12-07,16258.54,Equipamentos,6,-911,12,9.69643509241872,1,0.3269230769230769,52,26954.52903846154,0.7910788400600514,Alta
873,Fornecedor_9,2023-10-06,2023-10-28,2023-10-26,27992.3,Medicamentos,22,-945,20,10.23972047480966,0,0.22727272727272727,44,26572.065454545453,0.1276668458687214,Baixa
874,Fornecedor_20,2023-01-03,2023-01-08,2023-01-07,24632.98,Medicamentos,5,-1238,4,10.111882069615088,0,0.3220338983050847,59,21740.94559322034,0.29059003589079785,Baixa
875,Fornecedor_2,2023-08-03,2023-08-19,2023-08-22,31764.75,Tecnologia,16,-1015,19,10.366143944314393,1,0.23255813953488372,43,24466.852790697674,0.6408166326544805,Média
876,Fornecedor_18,2023-09-15,2023-09-25,2023-09-23,23474.56,Equipamentos,10,-978,8,10.063715158957002,0,0.3409090909090909,44,23445.405000000002,0.3914995344008934,Média
877,Fornecedor_5,2023-03-14,2023-04-02,2023-04-05,46690.75,Tecnologia,19,-1154,22,10.751322768521948,1,0.41304347826086957,46,26724.331521739132,0.6480195150140149,Média
878,Fornecedor_11,2023-11-04,2023-11-20,2023-11-19,41522.48,Tecnologia,16,-922,15,10.634014329356388,0,0.125,48,25942.747083333335,0.05337835974501032,Baixa
879,Fornecedor_1,2023-08-04,2023-08-21,2023-08-21,11517.43,Tecnologia,17,-1013,17,9.351703640240054,0,0.39215686274509803,51,26938.735098039215,0.4194610164521853,Média
880,Fornecedor_5,2023-03-19,2023-04-09,2023-04-09,49166.09,Insumos,21,-1147,21,10.802979776226326,0,0.41304347826086957,46,26724.331521739132,0.3218070220731692,Baixa
881,Fornecedor_10,2023-11-15,2023-11-24,2023-11-26,18011.62,Insumos,9,-918,11,9.798827902325836,1,0.34545454545454546,55,25275.839636363635,0.3049784448366122,Baixa
882,Fornecedor_6,2023-02-18,2023-03-12,2023-03-11,27396.76,Tecnologia,22,-1175,21,10.218216537209482,0,0.28888888888888886,45,26625.86022222222,0.5979605539864223,Média
883,Fornecedor_15,2023-09-14,2023-10-03,2023-10-01,29768.52,Insumos,19,-970,17,10.301240330265458,0,0.34615384615384615,52,27936.5375,0.19843945395421198,Baixa
884,Fornecedor_2,2023-02-12,2023-02-26,2023-02-26,35461.56,Tecnologia,14,-1189,14,10.476232771043769,0,0.23255813953488372,43,24466.852790697674,0.37784190941582874,Baixa
885,Fornecedor_1,2023-10-23,2023-11-16,2023-11-22,30109.91,Insumos,24,-926,30,10.312642843536524,1,0.39215686274509803,51,26938.735098039215,0.6743776384084491,Média
886,Fornecedor_16,2023-01-04,2023-01-09,2023-01-11,6557.38,Insumos,5,-1237,7,8.78849890022115,1,0.2545454545454545,55,23819.375818181816,0.5374654654407061,Média
887,Fornecedor_11,2023-10-27,2023-11-08,2023-11-07,31358.45,Insumos,12,-934,11,10.353270936045242,0,0.125,48,25942.747083333335,0.12015633586054131,Baixa
888,Fornecedor_18,2023-02-23,2023-02-28,2023-03-05,26499.45,Equipamentos,5,-1187,10,10.184916992962211,1,0.3409090909090909,44,23445.405000000002,0.7002790217486166,Alta
889,Fornecedor_18,2023-12-21,2024-01-09,2024-01-10,28675.58,Insumos,19,-872,20,10.26383604074116,1,0.3409090909090909,44,23445.405000000002,0.6181531466778859,Média
890,Fornecedor_20,2023-12-20,2024-01-10,2024-01-09,2820.71,Tecnologia,21,-871,20,7.9450983631350125,0,0.3220338983050847,59,21740.94559322034,0.2916254627004893,Baixa
891,Fornecedor_20,2023-11-28,2023-12-08,2023-12-08,11221.88,Tecnologia,10,-904,10,9.325709830630839,0,0.3220338983050847,59,21740.94559322034,0.29011351670928576,Baixa
892,Fornecedor_3,2023-07-07,2023-07-28,2023-07-27,9273.19,Medicamentos,21,-1037,20,9.134990552125627,0,0.24444444444444444,45,23814.126444444442,0.2673019576619838,Baixa
893,Fornecedor_8,2023-11-19,2023-11-28,2023-11-27,47104.74,Equipamentos,9,-914,8,10.760150140944344,0,0.3269230769230769,52,28221.404230769233,0.23422570228496226,Baixa
894,Fornecedor_18,2023-11-27,2023-12-08,2023-12-12,8181.73,Insumos,11,-904,15,9.009781114749005,1,0.3409090909090909,44,23445.405000000002,0.5107709495775696,Média
